filename,genre,tempo,beats,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20
Blues-TRARJEK128F930B3AA.mp3,Blues,123.046875,59,0.38761675357818604,0.14269094169139862,2347.1222255133357,2468.696890944344,5014.486344753774,0.10925519724748452,-64.76182556152344,86.43827056884766,-6.903051853179932,31.795148849487305,8.914763450622559,17.148555755615234,-0.9187423586845398,2.9794492721557617,-3.811143159866333,5.205191135406494,0.3713987469673157,3.815605878829956,2.4949891567230225,2.767374038696289,-3.035625696182251,6.163936614990234,3.4777863025665283,1.8690452575683594,-1.2223100662231445,5.6309404373168945
Blues-TRIUACN128F9333554.mp3,Blues,103.359375,50,0.328305721282959,0.17564396560192108,1598.8833631318882,2222.560603649087,3250.555344336542,0.060253225982004645,-89.59834289550781,125.15914916992188,7.030294418334961,12.490715026855469,3.5431606769561768,6.795999050140381,10.752500534057617,2.5328896045684814,3.449765205383301,0.36844363808631897,-1.208065390586853,4.30430269241333,-4.833803176879883,-1.7781891822814941,-6.078207969665527,4.066802501678467,-1.7411534786224365,1.0838605165481567,-1.3356963396072388,0.893011212348938
Blues-TRPURXR128F936106C.mp3,Blues,117.45383522727273,55,0.345060795545578,0.03779686614871025,1493.4529026406005,1830.5937987416835,3225.197164340654,0.061532885666602165,-269.08935546875,129.0809326171875,-13.824482917785645,49.70146179199219,4.150103569030762,14.783121109008789,-4.253636837005615,8.351505279541016,-7.892757415771484,3.0490057468414307,-0.90237957239151,-5.8846516609191895,-4.169033527374268,4.215404033660889,-0.43005111813545227,0.0686490535736084,-3.180464506149292,-2.7605273723602295,-2.6326608657836914,0.11170624196529388
Blues-TRAQGFP128E078FAB6.mp3,Blues,135.99917763157896,67,0.432602196931839,0.12435518950223923,3403.3225805306984,2792.479636353772,6748.217527785168,0.20872662901509287,-31.168848037719727,47.250213623046875,0.3875664472579956,36.31409454345703,0.5270211100578308,4.398263454437256,-3.604306936264038,4.842913627624512,-5.495972633361816,4.026129722595215,1.3146122694015503,9.3316068649292,2.229952573776245,2.9403557777404785,-6.392282009124756,-1.8985055685043335,-5.651843547821045,7.460082054138184,-2.1128089427948,-4.417154788970947
Blues-TRCXXKB12903CE4F4C.mp3,Blues,198.76802884615384,96,0.24977409839630127,0.0442219004034996,1082.4678124620418,1194.1092703987345,1931.0966562560468,0.057508344620743036,-299.57958984375,173.7152862548828,-43.65410232543945,17.81377601623535,-0.5481191277503967,5.095727443695068,-9.481549263000488,-12.734432220458984,-17.49648094177246,-14.945356369018555,-7.69834041595459,-13.573922157287598,-13.316534996032715,-11.793021202087402,-7.614114284515381,-7.915676116943359,-7.019564628601074,-1.8982741832733154,0.2168135941028595,-3.1935064792633057
Blues-TRRIJDC128F42633B1.mp3,Blues,89.10290948275862,44,0.5598439574241638,0.2610526978969574,2800.538954366966,2517.0007480535082,5596.8994896478325,0.13438013980263158,-2.4124200344085693,58.9492301940918,-15.883011817932129,51.97959899902344,5.017708778381348,27.206064224243164,9.276459693908691,13.093576431274414,7.954013347625732,8.30949592590332,4.127613544464111,5.542191028594971,-1.9530335664749146,1.3857108354568481,-2.869109869003296,4.895005702972412,1.6909215450286865,3.2974538803100586,0.24271106719970703,4.653929710388184
Blues-TRUWEKF128F42B63AE.mp3,Blues,92.28515625,43,0.3974880278110504,0.086574487388134,1675.0729065020894,1678.1304157476898,3255.3386487458883,0.09643781443498452,-150.31060791015625,139.86822509765625,-43.71904754638672,35.3914794921875,-3.2606098651885986,19.803882598876953,-8.69777774810791,6.334001541137695,-10.759241104125977,6.658342361450195,-4.205288410186768,0.46457934379577637,-2.8009862899780273,-2.084360122680664,-2.9791078567504883,-1.772265911102295,-3.442399740219116,-3.3905978202819824,-3.0374386310577393,-1.6190903186798096
Blues-TRITNFB128F9325167.mp3,Blues,143.5546875,70,0.44470879435539246,0.34571951627731323,2889.922111534798,2715.3910453918907,6191.154229604053,0.13007328753869968,48.70335006713867,69.52006530761719,-2.3871941566467285,32.892154693603516,3.2458646297454834,14.985135078430176,-4.767088890075684,14.812104225158691,0.1690729409456253,9.333708763122559,0.48591315746307373,10.668739318847656,-2.315290689468384,1.4969265460968018,-6.391214370727539,4.725818634033203,-4.75773286819458,1.843134880065918,-2.219191074371338,2.321681022644043
Blues-TRAUJPR128F92CA3AF.mp3,Blues,63.02400914634146,29,0.4067833721637726,0.20791734755039215,1890.0912976656946,2121.578046838961,3806.4603161885643,0.08847981266931114,-45.02381896972656,117.22866821289062,-17.543397903442383,25.183494567871094,11.819581985473633,5.596127986907959,-0.6470203399658203,15.937549591064453,0.8388240933418274,5.207907199859619,-7.173811435699463,0.6042782068252563,2.293490171432495,-0.19046719372272491,-6.269999027252197,-1.0217729806900024,-0.42615407705307007,3.168884515762329,-1.9381855726242065,3.314269781112671
Blues-TRSYVON128F92EE69A.mp3,Blues,73.828125,33,0.3684113025665283,0.1662919819355011,2336.2199545430967,2521.384309944913,5098.235838332043,0.09964187669311146,-91.0846939086914,92.3558349609375,-1.0585488080978394,15.005167007446289,4.2915520668029785,14.077360153198242,-0.7014471292495728,5.344005107879639,-1.2581415176391602,3.1090476512908936,-0.7586384415626526,4.687295913696289,-1.9714268445968628,4.8677802085876465,-2.1099419593811035,2.360006093978882,-4.335446357727051,0.8585242629051208,-2.9087584018707275,3.3610892295837402
Blues-TRKIJDR128F92C2E32.mp3,Blues,123.046875,60,0.43734320998191833,0.1220158189535141,2332.664217275276,2483.4627305568824,5178.610352318354,0.09418461566369969,-93.48323822021484,84.05508422851562,-3.6064064502716064,37.75272750854492,9.563202857971191,20.78544044494629,-3.327401638031006,16.511144638061523,4.337465286254883,4.265587329864502,-10.820958137512207,-2.0172829627990723,-0.8362751603126526,-0.5952918529510498,-7.5139265060424805,-1.6616917848587036,-4.525571823120117,1.3273340463638306,0.7596712112426758,-5.436895847320557
Blues-TRROBKR128F9337C50.mp3,Blues,143.5546875,68,0.370703786611557,0.22310739755630493,2799.655377868833,2940.312868232097,6320.9951111406735,0.11357036389802631,-84.4476318359375,73.70219421386719,20.7816219329834,13.96125316619873,9.643582344055176,-5.421273231506348,0.4899471402168274,1.006299614906311,-2.73661732673645,5.21539831161499,-6.333406925201416,1.7772479057312012,-2.186096668243408,-1.8753713369369507,-6.395537853240967,0.14220266044139862,-7.510375022888184,-7.152583122253418,-2.4302868843078613,-3.4495179653167725
Blues-TRCQIRC12903CD9446.mp3,Blues,135.99917763157896,67,0.49001917243003845,0.290464848279953,3040.518699386067,2742.0841504344166,6293.8036088973,0.1650643835864938,26.821842193603516,63.020263671875,-13.182573318481445,21.280990600585938,16.35394859313965,11.797304153442383,2.6686818599700928,9.388885498046875,2.1060614585876465,8.491715431213379,-2.90107798576355,8.822900772094727,-0.8143633604049683,4.102447032928467,-0.4426099359989166,3.435213565826416,1.510266661643982,4.5870842933654785,1.7084338665008545,5.4540181159973145
Blues-TRNINPZ128F9320188.mp3,Blues,117.45383522727273,56,0.41680291295051575,0.14214462041854858,2795.931764325165,2760.6961118234126,6062.34667515238,0.10976615409732972,-108.4061279296875,66.92546081542969,15.182387351989746,25.502243041992188,2.464315891265869,21.885082244873047,-2.325936794281006,14.818204879760742,7.540982246398926,10.608377456665039,3.793985366821289,10.168241500854492,2.318782329559326,2.0736100673675537,-1.8416963815689087,-1.1830343008041382,-7.414163589477539,-0.8835347294807434,0.11746811121702194,-0.6491909623146057
Blues-TRLJQXJ12903D08ECB.mp3,Blues,83.35433467741936,40,0.3732776939868927,0.18893611431121826,2587.402960265933,2336.383519017623,5057.219419686049,0.14684416118421054,-11.854596138000488,80.33940887451172,-26.593185424804688,31.04527473449707,-5.24129581451416,3.868091583251953,-2.21044659614563,6.856583595275879,-5.451201915740967,2.021207571029663,-5.663347244262695,2.007291793823242,-5.426675796508789,-5.399770259857178,-7.229754447937012,-0.8529015183448792,-6.548945426940918,-2.565563201904297,-3.7123191356658936,-7.25487756729126
